DestinoID,NombreDestino,Ronda,PlazasTotales,PlazasDisponibles,NumTitulares,NumSuplentes,NumRenuncias,TotalCandidatos,TasaOcupacion,TasaRenuncia,Competitividad
141,Università degli Studi del Molise,Adjudicación Final,0,0,0,9,0,9,0.0,0.0,Alta
142,Université de l'Île de Saint Martin,1ª Adjudicación,5,5,5,2,0,7,100.0,0.0,Media
142,Université de l'Île de Saint Martin,2ª Adjudicación,5,5,2,0,0,2,40.0,0.0,Baja
142,Université de l'Île de Saint Martin,3ª Adjudicación,5,5,0,0,0,0,0.0,0.0,Baja
142,Université de l'Île de Saint Martin,Adjudicación Final,5,5,5,2,0,7,100.0,0.0,Media
143,Uniwersytet Medyczny w Bydgoszcz,1ª Adjudicación,1,1,1,5,0,6,100.0,0.0,Alta
143,Uniwersytet Medyczny w Bydgoszcz,2ª Adjudicación,1,1,1,4,0,5,100.0,0.0,Alta
143,Uniwersytet Medyczny w Bydgoszcz,3ª Adjudicación,1,1,1,3,0,4,100.0,0.0,Alta
143,Uniwersytet Medyczny w Bydgoszcz,Adjudicación Final,1,1,1,3,0,4,100.0,0.0,Alta
144,Universität Koblenz-Landau,1ª Adjudicación,2,2,2,5,0,7,100.0,0.0,Alta
144,Universität Koblenz-Landau,2ª Adjudicación,2,2,2,3,0,5,100.0,0.0,Alta
144,Universität Koblenz-Landau,3ª Adjudicación,2,2,2,1,0,3,100.0,0.0,Media
144,Universität Koblenz-Landau,Adjudicación Final,2,2,2,4,0,6,100.0,0.0,Alta
145,Università degli Studi di Bergamo,1ª Adjudicación,4,4,4,1,0,5,100.0,0.0,Media
145,Università degli Studi di Bergamo,2ª Adjudicación,4,4,1,0,0,1,25.0,0.0,Baja
145,Università degli Studi di Bergamo,3ª Adjudicación,4,4,0,0,0,0,0.0,0.0,Baja
145,Università degli Studi di Bergamo,Adjudicación Final,4,4,4,1,0,5,100.0,0.0,Media
146,Université de l'Île de Wallis et Futuna,1ª Adjudicación,1,1,1,8,0,9,100.0,0.0,Alta
146,Université de l'Île de Wallis et Futuna,2ª Adjudicación,1,1,1,7,0,8,100.0,0.0,Alta
146,Université de l'Île de Wallis et Futuna,3ª Adjudicación,1,1,1,6,0,7,100.0,0.0,Alta
146,Université de l'Île de Wallis et Futuna,Adjudicación Final,1,1,1,8,0,9,100.0,0.0,Alta
147,Uniwersytet Medyczny w Toruniu,1ª Adjudicación,3,3,3,3,0,6,100.0,0.0,Media
147,Uniwersytet Medyczny w Toruniu,2ª Adjudicación,3,3,3,0,0,3,100.0,0.0,Baja
147,Uniwersytet Medyczny w Toruniu,3ª Adjudicación,3,3,0,0,0,0,0.0,0.0,Baja
147,Uniwersytet Medyczny w Toruniu,Adjudicación Final,3,3,3,2,0,5,100.0,0.0,Media
148,Universität Oldenburg,1ª Adjudicación,4,4,4,4,0,8,100.0,0.0,Media
148,Universität Oldenburg,2ª Adjudicación,4,4,4,0,0,4,100.0,0.0,Baja
148,Universität Oldenburg,3ª Adjudicación,4,4,0,0,0,0,0.0,0.0,Baja
148,Universität Oldenburg,Adjudicación Final,4,4,4,4,0,8,100.0,0.0,Media
149,Università degli Studi di Foggia,1ª Adjudicación,3,3,3,4,0,7,100.0,0.0,Alta
149,Università degli Studi di Foggia,2ª Adjudicación,3,3,3,1,0,4,100.0,0.0,Media
149,Università degli Studi di Foggia,3ª Adjudicación,3,3,1,0,0,1,33.33,0.0,Baja
149,Università degli Studi di Foggia,Adjudicación Final,3,3,3,2,0,5,100.0,0.0,Media
150,Université de l'Île de Saint-Pierre,1ª Adjudicación,5,5,4,0,0,4,80.0,0.0,Baja
150,Université de l'Île de Saint-Pierre,2ª Adjudicación,5,5,0,0,0,0,0.0,0.0,Baja
150,Université de l'Île de Saint-Pierre,3ª Adjudicación,5,5,0,0,0,0,0.0,0.0,Baja
150,Université de l'Île de Saint-Pierre,Adjudicación Final,5,5,4,0,0,4,80.0,0.0,Baja
151,Uniwersytet Medyczny w Elbląg,1ª Adjudicación,1,1,1,8,0,9,100.0,0.0,Alta
151,Uniwersytet Medyczny w Elbląg,2ª Adjudicación,1,1,1,7,0,8,100.0,0.0,Alta
151,Uniwersytet Medyczny w Elbląg,3ª Adjudicación,1,1,1,6,0,7,100.0,0.0,Alta
151,Uniwersytet Medyczny w Elbląg,Adjudicación Final,1,1,1,6,0,7,100.0,0.0,Alta
152,Universität Osnabrück,1ª Adjudicación,4,4,4,1,0,5,100.0,0.0,Media
152,Universität Osnabrück,2ª Adjudicación,4,4,1,0,0,1,25.0,0.0,Baja
152,Universität Osnabrück,3ª Adjudicación,4,4,0,0,0,0,0.0,0.0,Baja
152,Universität Osnabrück,Adjudicación Final,4,4,4,1,0,5,100.0,0.0,Media
153,Università degli Studi della Tuscia,1ª Adjudicación,4,4,2,0,1,2,50.0,50.0,Baja
153,Università degli Studi della Tuscia,2ª Adjudicación,4,5,1,0,1,1,25.0,100.0,Baja
153,Università degli Studi della Tuscia,3ª Adjudicación,4,5,1,0,0,1,25.0,0.0,Baja
153,Università degli Studi della Tuscia,Adjudicación Final,4,4,1,0,0,1,25.0,0.0,Baja
154,Université de l'Île de Miquelon,1ª Adjudicación,3,3,1,0,0,1,33.33,0.0,Baja
154,Université de l'Île de Miquelon,2ª Adjudicación,3,3,0,0,0,0,0.0,0.0,Baja
154,Université de l'Île de Miquelon,3ª Adjudicación,3,3,0,0,0,0,0.0,0.0,Baja
154,Université de l'Île de Miquelon,Adjudicación Final,3,3,1,0,0,1,33.33,0.0,Baja
155,Uniwersytet Medyczny w Zamość,1ª Adjudicación,4,4,4,2,1,6,100.0,25.0,Media
155,Uniwersytet Medyczny w Zamość,2ª Adjudicación,4,4,5,0,0,5,125.0,0.0,Media
155,Uniwersytet Medyczny w Zamość,3ª Adjudicación,4,4,1,0,0,1,25.0,0.0,Baja
155,Uniwersytet Medyczny w Zamość,Adjudicación Final,4,4,4,2,0,6,100.0,0.0,Media
156,Universität Lübeck,1ª Adjudicación,4,4,4,1,0,5,100.0,0.0,Media
156,Universität Lübeck,2ª Adjudicación,4,4,1,0,0,1,25.0,0.0,Baja
156,Universität Lübeck,3ª Adjudicación,4,4,0,0,0,0,0.0,0.0,Baja
156,Universität Lübeck,Adjudicación Final,4,4,4,1,0,5,100.0,0.0,Media
157,Università degli Studi di Chieti,1ª Adjudicación,5,5,5,2,3,7,100.0,60.0,Media
157,Università degli Studi di Chieti,2ª Adjudicación,5,5,8,2,1,10,160.0,12.5,Media
157,Università degli Studi di Chieti,3ª Adjudicación,5,5,6,0,3,6,120.0,50.0,Media
157,Università degli Studi di Chieti,Adjudicación Final,5,8,5,0,0,5,100.0,0.0,Baja
158,Université de l'Île de Clipperton,1ª Adjudicación,5,5,5,0,0,5,100.0,0.0,Baja
158,Université de l'Île de Clipperton,2ª Adjudicación,5,5,0,0,0,0,0.0,0.0,Baja
158,Université de l'Île de Clipperton,3ª Adjudicación,5,5,0,0,0,0,0.0,0.0,Baja
158,Université de l'Île de Clipperton,Adjudicación Final,5,5,5,0,0,5,100.0,0.0,Baja
159,Uniwersytet Medyczny w Płock,1ª Adjudicación,4,4,4,1,0,5,100.0,0.0,Media
159,Uniwersytet Medyczny w Płock,2ª Adjudicación,4,4,1,0,0,1,25.0,0.0,Baja
159,Uniwersytet Medyczny w Płock,3ª Adjudicación,4,4,0,0,0,0,0.0,0.0,Baja
159,Uniwersytet Medyczny w Płock,Adjudicación Final,4,4,4,1,0,5,100.0,0.0,Media
160,Universität Witten/Herdecke,1ª Adjudicación,2,2,2,4,0,6,100.0,0.0,Alta
160,Universität Witten/Herdecke,2ª Adjudicación,2,2,2,2,0,4,100.0,0.0,Media
160,Universität Witten/Herdecke,3ª Adjudicación,2,2,2,0,0,2,100.0,0.0,Baja
160,Universität Witten/Herdecke,Adjudicación Final,2,2,2,3,0,5,100.0,0.0,Alta
161,Università degli Studi di Teramo,1ª Adjudicación,5,5,5,2,0,7,100.0,0.0,Media
161,Università degli Studi di Teramo,2ª Adjudicación,5,5,2,0,1,2,40.0,50.0,Baja
161,Università degli Studi di Teramo,3ª Adjudicación,5,6,1,0,0,1,20.0,0.0,Baja
161,Università degli Studi di Teramo,Adjudicación Final,5,5,5,0,0,5,100.0,0.0,Baja
162,Université de l'Île de Sainte Marie,1ª Adjudicación,0,0,0,3,0,3,0.0,0.0,Alta
162,Université de l'Île de Sainte Marie,2ª Adjudicación,0,0,0,3,0,3,0.0,0.0,Alta
162,Université de l'Île de Sainte Marie,3ª Adjudicación,0,0,0,3,0,3,0.0,0.0,Alta
162,Université de l'Île de Sainte Marie,Adjudicación Final,0,0,0,3,0,3,0.0,0.0,Alta
163,Uniwersytet Medyczny w Słupsk,1ª Adjudicación,5,5,5,4,0,9,100.0,0.0,Media
163,Uniwersytet Medyczny w Słupsk,2ª Adjudicación,5,5,4,0,0,4,80.0,0.0,Baja
163,Uniwersytet Medyczny w Słupsk,3ª Adjudicación,5,5,0,0,0,0,0.0,0.0,Baja
163,Uniwersytet Medyczny w Słupsk,Adjudicación Final,5,5,5,4,0,9,100.0,0.0,Media
164,Universität Flensburg,1ª Adjudicación,2,2,2,2,1,4,100.0,50.0,Media
164,Universität Flensburg,2ª Adjudicación,2,2,3,1,1,4,150.0,33.33,Media
164,Universität Flensburg,3ª Adjudicación,2,2,3,0,1,3,150.0,33.33,Media
164,Universität Flensburg,Adjudicación Final,2,2,3,2,0,5,150.0,0.0,Alta
165,Università degli Studi di Udine,1ª Adjudicación,3,3,3,2,0,5,100.0,0.0,Media
165,Università degli Studi di Udine,2ª Adjudicación,3,3,2,0,0,2,66.67,0.0,Baja
165,Università degli Studi di Udine,3ª Adjudicación,3,3,0,0,0,0,0.0,0.0,Baja
165,Università degli Studi di Udine,Adjudicación Final,3,3,3,0,0,3,100.0,0.0,Baja
166,Université de l'Île de French Guiana,1ª Adjudicación,4,4,4,1,0,5,100.0,0.0,Media
166,Université de l'Île de French Guiana,2ª Adjudicación,4,4,1,0,0,1,25.0,0.0,Baja
166,Université de l'Île de French Guiana,3ª Adjudicación,4,4,0,0,0,0,0.0,0.0,Baja
166,Université de l'Île de French Guiana,Adjudicación Final,4,4,4,1,0,5,100.0,0.0,Media
167,Uniwersytet Medyczny w Suwałki,1ª Adjudicación,5,5,5,4,0,9,100.0,0.0,Media
167,Uniwersytet Medyczny w Suwałki,2ª Adjudicación,5,5,4,0,0,4,80.0,0.0,Baja
167,Uniwersytet Medyczny w Suwałki,3ª Adjudicación,5,5,0,0,0,0,0.0,0.0,Baja
167,Uniwersytet Medyczny w Suwałki,Adjudicación Final,5,5,5,4,0,9,100.0,0.0,Media
168,Universität Rostock,1ª Adjudicación,1,1,1,2,0,3,100.0,0.0,Alta
168,Universität Rostock,2ª Adjudicación,1,1,1,1,0,2,100.0,0.0,Media
168,Universität Rostock,3ª Adjudicación,1,1,1,0,0,1,100.0,0.0,Baja
168,Universität Rostock,Adjudicación Final,1,1,1,2,0,3,100.0,0.0,Alta
169,Università degli Studi del Piemonte Orientale,1ª Adjudicación,2,2,2,1,0,3,100.0,0.0,Media
169,Università degli Studi del Piemonte Orientale,2ª Adjudicación,2,2,1,0,0,1,50.0,0.0,Baja
169,Università degli Studi del Piemonte Orientale,3ª Adjudicación,2,2,0,0,0,0,0.0,0.0,Baja
169,Università degli Studi del Piemonte Orientale,Adjudicación Final,2,2,2,1,0,3,100.0,0.0,Media
170,Université de l'Île de Saint-Denis,1ª Adjudicación,2,2,2,5,0,7,100.0,0.0,Alta
170,Université de l'Île de Saint-Denis,2ª Adjudicación,2,2,2,2,1,4,100.0,50.0,Media
170,Université de l'Île de Saint-Denis,3ª Adjudicación,2,2,3,2,0,5,150.0,0.0,Alta
170,Université de l'Île de Saint-Denis,Adjudicación Final,2,2,2,3,0,5,100.0,0.0,Alta
171,Uniwersytet Medyczny w Gorzów Wielkopolski,1ª Adjudicación,2,2,2,4,0,6,100.0,0.0,Alta
171,Uniwersytet Medyczny w Gorzów Wielkopolski,2ª Adjudicación,2,2,2,2,0,4,100.0,0.0,Media
171,Uniwersytet Medyczny w Gorzów Wielkopolski,3ª Adjudicación,2,2,2,0,0,2,100.0,0.0,Baja
171,Uniwersytet Medyczny w Gorzów Wielkopolski,Adjudicación Final,2,2,2,3,0,5,100.0,0.0,Alta
172,Universität der Bundeswehr München,1ª Adjudicación,3,3,3,5,0,8,100.0,0.0,Alta
172,Universität der Bundeswehr München,2ª Adjudicación,3,3,3,2,0,5,100.0,0.0,Media
172,Universität der Bundeswehr München,3ª Adjudicación,3,3,2,0,0,2,66.67,0.0,Baja
172,Universität der Bundeswehr München,Adjudicación Final,3,3,3,4,0,7,100.0,0.0,Alta
173,Università degli Studi di Sassari,1ª Adjudicación,3,3,3,1,0,4,100.0,0.0,Media
173,Università degli Studi di Sassari,2ª Adjudicación,3,3,1,0,1,1,33.33,100.0,Baja
173,Università degli Studi di Sassari,3ª Adjudicación,3,4,1,0,1,1,33.33,100.0,Baja
173,Università degli Studi di Sassari,Adjudicación Final,3,4,3,0,0,3,100.0,0.0,Baja
174,Université de l'Île de Easter Island,1ª Adjudicación,2,2,2,2,0,4,100.0,0.0,Media
174,Université de l'Île de Easter Island,2ª Adjudicación,2,2,2,0,1,2,100.0,50.0,Baja
174,Université de l'Île de Easter Island,3ª Adjudicación,2,3,1,0,0,1,50.0,0.0,Baja
174,Université de l'Île de Easter Island,Adjudicación Final,2,2,2,1,0,3,100.0,0.0,Media
175,Uniwersytet Medyczny w Kielce,1ª Adjudicación,3,3,3,5,0,8,100.0,0.0,Alta
175,Uniwersytet Medyczny w Kielce,2ª Adjudicación,3,3,3,2,0,5,100.0,0.0,Media
175,Uniwersytet Medyczny w Kielce,3ª Adjudicación,3,3,2,0,0,2,66.67,0.0,Baja
175,Uniwersytet Medyczny w Kielce,Adjudicación Final,3,3,3,4,0,7,100.0,0.0,Alta
176,Universität der Künste Berlin,1ª Adjudicación,2,2,2,2,0,4,100.0,0.0,Media
176,Universität der Künste Berlin,2ª Adjudicación,2,2,2,0,0,2,100.0,0.0,Baja
176,Universität der Künste Berlin,3ª Adjudicación,2,2,0,0,0,0,0.0,0.0,Baja
176,Universität der Künste Berlin,Adjudicación Final,2,2,2,1,0,3,100.0,0.0,Media
177,Università degli Studi di Brescia,1ª Adjudicación,3,3,3,4,0,7,100.0,0.0,Alta
177,Università degli Studi di Brescia,2ª Adjudicación,3,3,3,0,2,3,100.0,66.67,Baja
177,Università degli Studi di Brescia,3ª Adjudicación,3,4,4,0,2,4,133.33,50.0,Media
177,Università degli Studi di Brescia,Adjudicación Final,3,5,5,0,0,5,166.67,0.0,Media
178,Université de l'Île de Saint Helena,1ª Adjudicación,5,5,1,0,0,1,20.0,0.0,Baja
178,Université de l'Île de Saint Helena,2ª Adjudicación,5,5,0,0,0,0,0.0,0.0,Baja
178,Université de l'Île de Saint Helena,3ª Adjudicación,5,5,0,0,0,0,0.0,0.0,Baja
178,Université de l'Île de Saint Helena,Adjudicación Final,5,5,1,0,0,1,20.0,0.0,Baja
179,Uniwersytet Medyczny w Konin,1ª Adjudicación,5,5,5,2,0,7,100.0,0.0,Media
179,Uniwersytet Medyczny w Konin,2ª Adjudicación,5,5,2,0,0,2,40.0,0.0,Baja
179,Uniwersytet Medyczny w Konin,3ª Adjudicación,5,5,0,0,0,0,0.0,0.0,Baja
179,Uniwersytet Medyczny w Konin,Adjudicación Final,5,5,5,1,0,6,100.0,0.0,Media
180,Universität der Bundeswehr Hamburg,1ª Adjudicación,3,3,3,0,1,3,100.0,33.33,Baja
180,Universität der Bundeswehr Hamburg,2ª Adjudicación,3,3,3,0,0,3,100.0,0.0,Baja
180,Universität der Bundeswehr Hamburg,3ª Adjudicación,3,3,1,0,0,1,33.33,0.0,Baja
180,Universität der Bundeswehr Hamburg,Adjudicación Final,3,3,3,0,0,3,100.0,0.0,Baja
181,Università degli Studi del Sannio,1ª Adjudicación,3,3,3,5,1,8,100.0,33.33,Alta
181,Università degli Studi del Sannio,2ª Adjudicación,3,3,4,4,0,8,133.33,0.0,Alta
181,Università degli Studi del Sannio,3ª Adjudicación,3,3,3,2,0,5,100.0,0.0,Media
181,Università degli Studi del Sannio,Adjudicación Final,3,3,3,4,0,7,100.0,0.0,Alta
182,Université de l'Île de Saint Kitts and Nevis,1ª Adjudicación,3,3,3,2,0,5,100.0,0.0,Media
182,Université de l'Île de Saint Kitts and Nevis,2ª Adjudicación,3,3,2,0,0,2,66.67,0.0,Baja
182,Université de l'Île de Saint Kitts and Nevis,3ª Adjudicación,3,3,0,0,0,0,0.0,0.0,Baja
182,Université de l'Île de Saint Kitts and Nevis,Adjudicación Final,3,3,3,1,0,4,100.0,0.0,Media
183,Uniwersytet Medyczny w Tarnów,1ª Adjudicación,4,4,4,2,0,6,100.0,0.0,Media
183,Uniwersytet Medyczny w Tarnów,2ª Adjudicación,4,4,2,0,0,2,50.0,0.0,Baja
183,Uniwersytet Medyczny w Tarnów,3ª Adjudicación,4,4,0,0,0,0,0.0,0.0,Baja
183,Uniwersytet Medyczny w Tarnów,Adjudicación Final,4,4,4,1,0,5,100.0,0.0,Media
184,Universität für Musik und darstellende Kunst Wien,1ª Adjudicación,2,2,2,2,0,4,100.0,0.0,Media
184,Universität für Musik und darstellende Kunst Wien,2ª Adjudicación,2,2,2,0,0,2,100.0,0.0,Baja
184,Universität für Musik und darstellende Kunst Wien,3ª Adjudicación,2,2,0,0,0,0,0.0,0.0,Baja
184,Universität für Musik und darstellende Kunst Wien,Adjudicación Final,2,2,2,1,0,3,100.0,0.0,Media
185,Università degli Studi del Salento,1ª Adjudicación,1,1,1,3,0,4,100.0,0.0,Alta
185,Università degli Studi del Salento,2ª Adjudicación,1,1,1,2,0,3,100.0,0.0,Alta
185,Università degli Studi del Salento,3ª Adjudicación,1,1,1,1,0,2,100.0,0.0,Media
185,Università degli Studi del Salento,Adjudicación Final,1,1,1,2,0,3,100.0,0.0,Alta
186,Université de l'Île de Saint Lucia,1ª Adjudicación,1,1,1,7,0,8,100.0,0.0,Alta
186,Université de l'Île de Saint Lucia,2ª Adjudicación,1,1,1,6,0,7,100.0,0.0,Alta
186,Université de l'Île de Saint Lucia,3ª Adjudicación,1,1,1,5,0,6,100.0,0.0,Alta
186,Université de l'Île de Saint Lucia,Adjudicación Final,1,1,1,6,0,7,100.0,0.0,Alta
187,Uniwersytet Medyczny w Grudziądz,1ª Adjudicación,3,3,3,0,0,3,100.0,0.0,Baja
187,Uniwersytet Medyczny w Grudziądz,2ª Adjudicación,3,3,0,0,0,0,0.0,0.0,Baja
187,Uniwersytet Medyczny w Grudziądz,3ª Adjudicación,3,3,0,0,0,0,0.0,0.0,Baja
187,Uniwersytet Medyczny w Grudziądz,Adjudicación Final,3,3,3,0,0,3,100.0,0.0,Baja
188,Universität für Musik und darstellende Kunst Graz,1ª Adjudicación,2,2,2,2,0,4,100.0,0.0,Media
188,Universität für Musik und darstellende Kunst Graz,2ª Adjudicación,2,2,2,0,0,2,100.0,0.0,Baja
188,Universität für Musik und darstellende Kunst Graz,3ª Adjudicación,2,2,0,0,0,0,0.0,0.0,Baja
188,Universität für Musik und darstellende Kunst Graz,Adjudicación Final,2,2,2,1,0,3,100.0,0.0,Media
189,Università degli Studi della Basilicata,1ª Adjudicación,1,1,1,5,0,6,100.0,0.0,Alta
189,Università degli Studi della Basilicata,2ª Adjudicación,1,1,1,4,0,5,100.0,0.0,Alta
189,Università degli Studi della Basilicata,3ª Adjudicación,1,1,1,3,0,4,100.0,0.0,Alta
189,Università degli Studi della Basilicata,Adjudicación Final,1,1,1,4,0,5,100.0,0.0,Alta
190,Université de l'Île de Saint Vincent and the Grenadines,1ª Adjudicación,5,5,5,0,0,5,100.0,0.0,Baja
190,Université de l'Île de Saint Vincent and the Grenadines,2ª Adjudicación,5,5,0,0,0,0,0.0,0.0,Baja
190,Université de l'Île de Saint Vincent and the Grenadines,3ª Adjudicación,5,5,0,0,0,0,0.0,0.0,Baja
190,Université de l'Île de Saint Vincent and the Grenadines,Adjudicación Final,5,5,4,0,0,4,80.0,0.0,Baja
191,Uniwersytet Medyczny w Ostrołęka,1ª Adjudicación,0,0,0,6,0,6,0.0,0.0,Alta
191,Uniwersytet Medyczny w Ostrołęka,2ª Adjudicación,0,0,0,6,0,6,0.0,0.0,Alta
191,Uniwersytet Medyczny w Ostrołęka,3ª Adjudicación,0,0,0,6,0,6,0.0,0.0,Alta
191,Uniwersytet Medyczny w Ostrołęka,Adjudicación Final,0,0,0,6,0,6,0.0,0.0,Alta
192,Universität für Musik und darstellende Kunst Mozarteum Salzburg,1ª Adjudicación,2,2,2,4,0,6,100.0,0.0,Alta
192,Universität für Musik und darstellende Kunst Mozarteum Salzburg,2ª Adjudicación,2,2,2,2,0,4,100.0,0.0,Media
192,Universität für Musik und darstellende Kunst Mozarteum Salzburg,3ª Adjudicación,2,2,2,0,0,2,100.0,0.0,Baja
192,Universität für Musik und darstellende Kunst Mozarteum Salzburg,Adjudicación Final,2,2,2,4,0,6,100.0,0.0,Alta
193,Università degli Studi Guglielmo Marconi,1ª Adjudicación,4,4,4,0,1,4,100.0,25.0,Baja
193,Università degli Studi Guglielmo Marconi,2ª Adjudicación,4,4,3,0,0,3,75.0,0.0,Baja
193,Università degli Studi Guglielmo Marconi,3ª Adjudicación,4,4,1,0,1,1,25.0,100.0,Baja
193,Università degli Studi Guglielmo Marconi,Adjudicación Final,4,5,4,0,0,4,100.0,0.0,Baja
194,Université de l'Île de Samoa,1ª Adjudicación,3,3,3,6,0,9,100.0,0.0,Alta
194,Université de l'Île de Samoa,2ª Adjudicación,3,3,3,3,0,6,100.0,0.0,Media
194,Université de l'Île de Samoa,3ª Adjudicación,3,3,3,0,0,3,100.0,0.0,Baja
194,Université de l'Île de Samoa,Adjudicación Final,3,3,3,6,0,9,100.0,0.0,Alta
195,Uniwersytet Medyczny w Radom,1ª Adjudicación,1,1,1,2,0,3,100.0,0.0,Alta
195,Uniwersytet Medyczny w Radom,2ª Adjudicación,1,1,1,1,0,2,100.0,0.0,Media
195,Uniwersytet Medyczny w Radom,3ª Adjudicación,1,1,1,0,0,1,100.0,0.0,Baja
195,Uniwersytet Medyczny w Radom,Adjudicación Final,1,1,1,2,0,3,100.0,0.0,Alta
196,Universität für Musik und darstellende Kunst Stuttgart,1ª Adjudicación,4,4,4,1,0,5,100.0,0.0,Media
196,Universität für Musik und darstellende Kunst Stuttgart,2ª Adjudicación,4,4,1,0,0,1,25.0,0.0,Baja
196,Universität für Musik und darstellende Kunst Stuttgart,3ª Adjudicación,4,4,0,0,0,0,0.0,0.0,Baja
196,Universität für Musik und darstellende Kunst Stuttgart,Adjudicación Final,4,4,4,1,0,5,100.0,0.0,Media
197,Università degli Studi di Scienze Gastronomiche,1ª Adjudicación,5,5,1,0,0,1,20.0,0.0,Baja
197,Università degli Studi di Scienze Gastronomiche,2ª Adjudicación,5,5,0,0,0,0,0.0,0.0,Baja
197,Università degli Studi di Scienze Gastronomiche,3ª Adjudicación,5,5,0,0,0,0,0.0,0.0,Baja
197,Università degli Studi di Scienze Gastronomiche,Adjudicación Final,5,5,1,0,0,1,20.0,0.0,Baja
198,Université de l'Île de Cook Islands,1ª Adjudicación,2,2,2,3,0,5,100.0,0.0,Alta
198,Université de l'Île de Cook Islands,2ª Adjudicación,2,2,2,1,0,3,100.0,0.0,Media
198,Université de l'Île de Cook Islands,3ª Adjudicación,2,2,1,0,0,1,50.0,0.0,Baja
198,Université de l'Île de Cook Islands,Adjudicación Final,2,2,2,1,0,3,100.0,0.0,Media
199,Uniwersytet Medyczny w Siedlce,1ª Adjudicación,4,4,4,1,0,5,100.0,0.0,Media
199,Uniwersytet Medyczny w Siedlce,2ª Adjudicación,4,4,1,0,0,1,25.0,0.0,Baja
199,Uniwersytet Medyczny w Siedlce,3ª Adjudicación,4,4,0,0,0,0,0.0,0.0,Baja
199,Uniwersytet Medyczny w Siedlce,Adjudicación Final,4,4,4,0,0,4,100.0,0.0,Baja
200,Universität für Musik und darstellende Kunst Frankfurt am Main,1ª Adjudicación,4,4,3,0,0,3,75.0,0.0,Baja
200,Universität für Musik und darstellende Kunst Frankfurt am Main,2ª Adjudicación,4,4,0,0,0,0,0.0,0.0,Baja
200,Universität für Musik und darstellende Kunst Frankfurt am Main,3ª Adjudicación,4,4,0,0,0,0,0.0,0.0,Baja
200,Universität für Musik und darstellende Kunst Frankfurt am Main,Adjudicación Final,4,4,3,0,0,3,75.0,0.0,Baja
201,Università degli Studi di Urbino Carlo Bo,1ª Adjudicación,4,4,4,2,1,6,100.0,25.0,Media
201,Università degli Studi di Urbino Carlo Bo,2ª Adjudicación,4,4,5,0,1,5,125.0,20.0,Media
201,Università degli Studi di Urbino Carlo Bo,3ª Adjudicación,4,5,1,0,0,1,25.0,0.0,Baja
201,Università degli Studi di Urbino Carlo Bo,Adjudicación Final,4,4,4,1,0,5,100.0,0.0,Media
202,Université de l'Île de Niue,1ª Adjudicación,0,0,0,5,0,5,0.0,0.0,Alta
202,Université de l'Île de Niue,2ª Adjudicación,0,0,0,5,0,5,0.0,0.0,Alta
202,Université de l'Île de Niue,3ª Adjudicación,0,0,0,5,0,5,0.0,0.0,Alta
202,Université de l'Île de Niue,Adjudicación Final,0,0,0,5,0,5,0.0,0.0,Alta
203,Uniwersytet Medyczny w Nowy Sącz,1ª Adjudicación,5,5,4,0,0,4,80.0,0.0,Baja
203,Uniwersytet Medyczny w Nowy Sącz,2ª Adjudicación,5,5,0,0,0,0,0.0,0.0,Baja
203,Uniwersytet Medyczny w Nowy Sącz,3ª Adjudicación,5,5,0,0,0,0,0.0,0.0,Baja
203,Uniwersytet Medyczny w Nowy Sącz,Adjudicación Final,5,5,4,0,0,4,80.0,0.0,Baja
204,Universität für Musik und darstellende Kunst Mannheim,1ª Adjudicación,1,1,1,4,0,5,100.0,0.0,Alta
204,Universität für Musik und darstellende Kunst Mannheim,2ª Adjudicación,1,1,1,3,0,4,100.0,0.0,Alta
204,Universität für Musik und darstellende Kunst Mannheim,3ª Adjudicación,1,1,1,2,0,3,100.0,0.0,Alta
204,Universität für Musik und darstellende Kunst Mannheim,Adjudicación Final,1,1,1,4,0,5,100.0,0.0,Alta
205,Università degli Studi di Pavia,1ª Adjudicación,4,4,4,1,1,5,100.0,25.0,Media
205,Università degli Studi di Pavia,2ª Adjudicación,4,4,4,0,1,4,100.0,25.0,Baja
205,Università degli Studi di Pavia,3ª Adjudicación,4,5,1,0,1,1,25.0,100.0,Baja
205,Università degli Studi di Pavia,Adjudicación Final,4,5,5,0,0,5,125.0,0.0,Media
206,Université de l'Île de Tokelau,1ª Adjudicación,2,2,2,0,0,2,100.0,0.0,Baja
206,Université de l'Île de Tokelau,2ª Adjudicación,2,2,0,0,0,0,0.0,0.0,Baja
206,Université de l'Île de Tokelau,3ª Adjudicación,2,2,0,0,0,0,0.0,0.0,Baja
206,Université de l'Île de Tokelau,Adjudicación Final,2,2,2,0,0,2,100.0,0.0,Baja
207,Uniwersytet Medyczny w Biała Podlaska,1ª Adjudicación,1,1,1,4,0,5,100.0,0.0,Alta
207,Uniwersytet Medyczny w Biała Podlaska,2ª Adjudicación,1,1,1,3,0,4,100.0,0.0,Alta
207,Uniwersytet Medyczny w Biała Podlaska,3ª Adjudicación,1,1,1,2,0,3,100.0,0.0,Alta
207,Uniwersytet Medyczny w Biała Podlaska,Adjudicación Final,1,1,1,3,0,4,100.0,0.0,Alta
208,Universität für Musik und darstellende Kunst Leipzig,1ª Adjudicación,3,3,3,0,0,3,100.0,0.0,Baja
208,Universität für Musik und darstellende Kunst Leipzig,2ª Adjudicación,3,3,0,0,0,0,0.0,0.0,Baja
